property_id,postal_code,market_value,squared_m,num_rooms,wall_color,wall_color_hex,locker_number
PR-01491,PC-010,315957.94,54.0,1,Mustard Yellow,#E1AD01,113
PR-01492,PC-009,416673.33,121.4,4,Forest Green,#228B22,277
PR-01493,PC-027,317370.91,61.4,2,Mustard Yellow,#E1AD01,124
PR-01494,PC-024,313328.58,115.7,4,Terracotta,#E2725B,190
PR-01495,PC-050,435061.0,210.7,7,Mustard Yellow,#E1AD01,3
PR-01496,PC-042,215821.21,50.6,2,Slate Gray,#708090,289
PR-01497,PC-042,306099.66,119.4,4,Ivory White,#FFFFF0,81
PR-01498,PC-029,243857.82,174.4,6,Sky Blue,#87CEEB,168
PR-01499,PC-009,396665.37,103.0,5,Sand Beige,#F4E1C1,72
PR-01500,PC-045,358129.32,201.7,7,Ivory White,#FFFFF0,182
PR-01501,PC-011,353476.34,120.0,4,Charcoal Black,#36454F,214
PR-01502,PC-020,432502.47,140.1,5,Mustard Yellow,#E1AD01,150
PR-01503,PC-016,441895.04,173.0,6,Forest Green,#228B22,112
PR-01504,PC-021,405120.49,146.1,5,Sky Blue,#87CEEB,18
PR-01505,PC-012,430904.56,184.4,6,Mustard Yellow,#E1AD01,188
PR-01506,PC-036,516585.37,213.2,6,Blush Pink,#F9C6C9,134
PR-01507,PC-029,262635.42,196.7,6,Sage Green,#9CAF88,213
PR-01508,PC-018,315291.61,131.3,5,Forest Green,#228B22,232
PR-01509,PC-028,398623.64,189.4,5,Slate Gray,#708090,59
PR-01510,PC-015,365302.86,130.6,5,Sand Beige,#F4E1C1,5
PR-01511,PC-044,469287.94,164.7,7,Sky Blue,#87CEEB,269
PR-01512,PC-007,274775.88,129.5,5,Terracotta,#E2725B,283
PR-01513,PC-043,297380.52,151.7,5,Slate Gray,#708090,149
PR-01514,PC-032,438585.41,90.2,3,Blush Pink,#F9C6C9,134
PR-01515,PC-034,311861.53,68.1,3,Mustard Yellow,#E1AD01,282
PR-01516,PC-013,330834.19,42.2,1,Blush Pink,#F9C6C9,50
PR-01517,PC-006,303718.02,73.5,3,Ivory White,#FFFFF0,244
PR-01518,PC-037,317808.19,57.9,1,Charcoal Black,#36454F,162
PR-01519,PC-005,412873.27,138.8,4,Sand Beige,#F4E1C1,276
PR-01520,PC-005,286119.56,35.1,2,Blush Pink,#F9C6C9,103
PR-01521,PC-025,277787.43,85.7,2,Charcoal Black,#36454F,144
PR-01522,PC-043,359833.26,191.2,7,Terracotta,#E2725B,166
PR-01523,PC-050,415189.67,188.9,6,Ivory White,#FFFFF0,37
PR-01524,PC-005,346794.12,83.8,3,Slate Gray,#708090,152
PR-01525,PC-016,365199.19,119.7,4,Blush Pink,#F9C6C9,6
PR-01526,PC-047,290711.49,55.5,1,Mustard Yellow,#E1AD01,182
PR-01527,PC-044,328929.67,56.0,2,Slate Gray,#708090,281
PR-01528,PC-042,201672.82,40.8,1,Slate Gray,#708090,204
PR-01529,PC-043,231870.4,98.7,4,Blush Pink,#F9C6C9,146
PR-01530,PC-034,451425.28,177.2,5,Forest Green,#228B22,174
PR-01531,PC-046,289346.96,101.2,2,Ivory White,#FFFFF0,180
PR-01532,PC-026,321756.78,165.2,5,Ivory White,#FFFFF0,13
PR-01533,PC-046,385892.62,170.1,6,Terracotta,#E2725B,30
PR-01534,PC-013,544047.68,204.7,7,Sand Beige,#F4E1C1,290
PR-01535,PC-025,368943.66,155.8,6,Forest Green,#228B22,212
PR-01536,PC-031,242846.73,86.9,3,Slate Gray,#708090,242
PR-01537,PC-005,428947.33,152.6,4,Sage Green,#9CAF88,47
PR-01538,PC-043,237197.07,105.5,3,Sand Beige,#F4E1C1,131
PR-01539,PC-003,249414.8,113.9,3,Forest Green,#228B22,248
PR-01540,PC-004,477993.32,168.6,6,Sky Blue,#87CEEB,97
PR-01541,PC-009,373321.14,83.5,3,Blush Pink,#F9C6C9,120
PR-01542,PC-039,492221.17,207.9,7,Sand Beige,#F4E1C1,204
PR-01543,PC-049,440418.02,103.1,2,Sage Green,#9CAF88,261
PR-01544,PC-035,246485.63,84.0,3,Ivory White,#FFFFF0,166
PR-01545,PC-032,601197.98,217.4,7,Mustard Yellow,#E1AD01,184
PR-01546,PC-009,453202.5,148.7,5,Terracotta,#E2725B,219
PR-01547,PC-004,407929.7,111.6,5,Sky Blue,#87CEEB,162
PR-01548,PC-008,539722.58,181.7,6,Sky Blue,#87CEEB,215
PR-01549,PC-038,509834.06,191.5,6,Sage Green,#9CAF88,246
PR-01550,PC-027,346307.95,87.8,3,Forest Green,#228B22,4
PR-01551,PC-032,479172.08,114.5,5,Terracotta,#E2725B,274
PR-01552,PC-015,447435.65,202.3,7,Sand Beige,#F4E1C1,50
PR-01553,PC-021,296110.49,55.5,2,Blush Pink,#F9C6C9,250
PR-01554,PC-050,389229.47,172.5,6,Sage Green,#9CAF88,274
PR-01555,PC-023,343220.39,95.6,4,Terracotta,#E2725B,217
PR-01556,PC-049,488904.56,126.4,6,Charcoal Black,#36454F,238
PR-01557,PC-025,352124.96,145.0,5,Sky Blue,#87CEEB,212
PR-01558,PC-002,285932.65,96.5,3,Charcoal Black,#36454F,30
PR-01559,PC-021,491674.4,212.2,7,Mustard Yellow,#E1AD01,147
PR-01560,PC-004,497800.4,187.5,6,Terracotta,#E2725B,297
PR-01561,PC-027,338847.79,69.9,4,Ivory White,#FFFFF0,22
PR-01562,PC-007,229452.72,95.9,4,Slate Gray,#708090,196
PR-01563,PC-017,350689.05,152.1,4,Sand Beige,#F4E1C1,178
PR-01564,PC-004,427264.07,134.3,4,Mustard Yellow,#E1AD01,221
PR-01565,PC-028,380966.47,169.8,6,Ivory White,#FFFFF0,57
PR-01566,PC-029,297086.36,216.8,7,Charcoal Black,#36454F,162
PR-01567,PC-025,372158.85,153.7,6,Mustard Yellow,#E1AD01,275
PR-01568,PC-041,386284.7,183.8,6,Mustard Yellow,#E1AD01,162
PR-01569,PC-025,384113.92,162.3,6,Slate Gray,#708090,279
PR-01570,PC-014,380072.07,129.5,3,Blush Pink,#F9C6C9,281
PR-01571,PC-032,500029.82,134.8,5,Sand Beige,#F4E1C1,55
PR-01572,PC-017,361754.96,163.2,5,Terracotta,#E2725B,142
PR-01573,PC-041,424853.06,205.6,7,Sand Beige,#F4E1C1,103
PR-01574,PC-007,361753.6,198.1,7,Sand Beige,#F4E1C1,170
PR-01575,PC-037,501297.3,200.0,6,Ivory White,#FFFFF0,165
PR-01576,PC-023,311189.43,74.3,2,Terracotta,#E2725B,135
PR-01577,PC-038,433116.09,128.2,4,Sand Beige,#F4E1C1,64
PR-01578,PC-021,490745.33,209.3,8,Charcoal Black,#36454F,116
PR-01579,PC-004,325302.44,60.3,1,Terracotta,#E2725B,96
PR-01580,PC-047,312701.35,75.7,2,Slate Gray,#708090,259
PR-01581,PC-041,320471.32,121.4,5,Forest Green,#228B22,284
PR-01582,PC-037,340486.59,69.1,2,Slate Gray,#708090,28
PR-01583,PC-019,292634.52,69.7,1,Blush Pink,#F9C6C9,142
PR-01584,PC-050,355738.24,146.8,5,Terracotta,#E2725B,165
PR-01585,PC-036,469437.83,175.7,5,Sand Beige,#F4E1C1,48
PR-01586,PC-031,256188.19,92.7,2,Terracotta,#E2725B,182
PR-01587,PC-047,293548.74,52.1,2,Mustard Yellow,#E1AD01,162
PR-01588,PC-038,327932.04,48.6,1,Blush Pink,#F9C6C9,247
PR-01589,PC-011,286683.49,57.7,2,Sky Blue,#87CEEB,3
PR-01590,PC-007,384333.47,216.1,7,Blush Pink,#F9C6C9,162
PR-01591,PC-045,321218.75,167.8,6,Blush Pink,#F9C6C9,17
PR-01592,PC-034,311209.68,62.6,2,Blush Pink,#F9C6C9,244
PR-01593,PC-034,355306.83,102.8,3,Slate Gray,#708090,107
PR-01594,PC-001,349908.17,113.9,4,Blush Pink,#F9C6C9,57
PR-01595,PC-017,417353.0,194.7,7,Terracotta,#E2725B,66
PR-01596,PC-047,432455.5,169.5,5,Forest Green,#228B22,268
PR-01597,PC-015,341111.09,119.8,4,Sand Beige,#F4E1C1,215
PR-01598,PC-034,500542.73,218.0,7,Sand Beige,#F4E1C1,32
PR-01599,PC-018,285288.19,117.8,4,Sage Green,#9CAF88,290
PR-01600,PC-028,387291.68,178.5,6,Ivory White,#FFFFF0,266
PR-01601,PC-044,448630.33,152.7,5,Sky Blue,#87CEEB,197
PR-01602,PC-040,301316.82,53.8,3,Charcoal Black,#36454F,228
PR-01603,PC-028,346405.82,148.4,5,Sky Blue,#87CEEB,269
PR-01604,PC-021,457518.12,191.5,6,Mustard Yellow,#E1AD01,25
PR-01605,PC-046,366090.08,159.1,5,Ivory White,#FFFFF0,104
PR-01606,PC-050,354528.76,148.7,5,Forest Green,#228B22,112
PR-01607,PC-035,280802.42,115.3,4,Slate Gray,#708090,9
PR-01608,PC-029,76465.55,49.2,2,Sky Blue,#87CEEB,241
PR-01609,PC-001,465906.72,204.1,6,Forest Green,#228B22,218
PR-01610,PC-037,378095.84,94.7,4,Sand Beige,#F4E1C1,85
PR-01611,PC-005,422306.28,147.1,5,Mustard Yellow,#E1AD01,277
PR-01612,PC-036,375971.16,94.9,4,Terracotta,#E2725B,171
PR-01613,PC-042,333402.14,141.9,5,Sky Blue,#87CEEB,175
PR-01614,PC-021,314227.68,74.6,2,Sage Green,#9CAF88,119
PR-01615,PC-006,265713.48,58.4,1,Charcoal Black,#36454F,177
PR-01616,PC-025,273923.36,77.4,3,Ivory White,#FFFFF0,85
PR-01617,PC-049,411586.69,74.4,2,Slate Gray,#708090,237
PR-01618,PC-019,406676.9,150.7,5,Charcoal Black,#36454F,123
PR-01619,PC-033,368979.41,85.2,3,Slate Gray,#708090,181
PR-01620,PC-031,401136.23,198.5,7,Terracotta,#E2725B,175
PR-01621,PC-027,441867.79,153.4,6,Sage Green,#9CAF88,227
PR-01622,PC-017,278842.98,90.8,4,Ivory White,#FFFFF0,293
PR-01623,PC-045,210767.36,85.1,4,Charcoal Black,#36454F,153
PR-01624,PC-021,260328.71,38.5,1,Sand Beige,#F4E1C1,4
PR-01625,PC-016,413136.03,152.2,5,Blush Pink,#F9C6C9,174
PR-01626,PC-030,273076.83,75.6,3,Sage Green,#9CAF88,274
PR-01627,PC-011,283688.8,69.6,2,Sand Beige,#F4E1C1,252
PR-01628,PC-015,268330.75,65.1,2,Charcoal Black,#36454F,159
PR-01629,PC-022,474239.19,206.0,6,Sky Blue,#87CEEB,28
PR-01630,PC-021,285787.7,52.9,2,Forest Green,#228B22,292
PR-01631,PC-015,371322.79,139.0,5,Ivory White,#FFFFF0,75
PR-01632,PC-043,341599.83,183.6,6,Sky Blue,#87CEEB,46
PR-01633,PC-018,370481.03,183.0,5,Sand Beige,#F4E1C1,147
PR-01634,PC-024,427659.06,204.6,7,Mustard Yellow,#E1AD01,35
PR-01635,PC-028,418878.71,200.2,7,Terracotta,#E2725B,230
PR-01636,PC-024,294768.19,106.8,3,Blush Pink,#F9C6C9,156
PR-01637,PC-024,384978.69,172.6,6,Ivory White,#FFFFF0,165
PR-01638,PC-029,167105.6,113.6,5,Terracotta,#E2725B,108
PR-01639,PC-004,310228.66,41.6,1,Slate Gray,#708090,203
PR-01640,PC-022,451659.87,187.5,6,Forest Green,#228B22,5
PR-01641,PC-014,442997.58,176.7,6,Mustard Yellow,#E1AD01,128
PR-01642,PC-033,351615.09,66.5,3,Slate Gray,#708090,192
PR-01643,PC-038,508086.4,184.6,6,Ivory White,#FFFFF0,221
PR-01644,PC-042,250573.87,78.1,2,Terracotta,#E2725B,8
PR-01645,PC-023,291260.79,59.3,2,Sky Blue,#87CEEB,146
PR-01646,PC-042,221509.27,58.9,1,Sand Beige,#F4E1C1,279
PR-01647,PC-027,298088.5,39.2,2,Sand Beige,#F4E1C1,114
PR-01648,PC-015,417272.11,174.3,6,Blush Pink,#F9C6C9,70
PR-01649,PC-024,223636.4,52.4,2,Forest Green,#228B22,77
PR-01650,PC-033,521252.21,205.4,6,Slate Gray,#708090,48
PR-01651,PC-047,505041.62,217.7,7,Forest Green,#228B22,280
PR-01652,PC-020,316200.14,45.3,2,Forest Green,#228B22,115
PR-01653,PC-030,329830.25,117.9,4,Sky Blue,#87CEEB,126
PR-01654,PC-002,230851.98,52.8,2,Charcoal Black,#36454F,238
PR-01655,PC-033,347583.39,80.6,1,Blush Pink,#F9C6C9,267
PR-01656,PC-004,454468.53,151.9,5,Sand Beige,#F4E1C1,284
PR-01657,PC-025,428726.14,203.1,6,Slate Gray,#708090,109
PR-01658,PC-046,277325.47,82.0,3,Terracotta,#E2725B,6
PR-01659,PC-050,261285.35,78.1,2,Sky Blue,#87CEEB,292
PR-01660,PC-026,184064.5,60.9,2,Forest Green,#228B22,172
PR-01661,PC-004,494488.39,183.1,7,Blush Pink,#F9C6C9,35
PR-01662,PC-045,313890.64,171.2,5,Sand Beige,#F4E1C1,3
PR-01663,PC-033,389885.17,108.2,3,Slate Gray,#708090,165
PR-01664,PC-015,306865.52,94.3,3,Sand Beige,#F4E1C1,148
PR-01665,PC-026,284309.03,126.8,5,Forest Green,#228B22,72
PR-01666,PC-038,425727.68,112.2,5,Charcoal Black,#36454F,166
PR-01667,PC-038,378648.41,80.0,3,Terracotta,#E2725B,148
PR-01668,PC-034,499901.11,215.6,7,Sage Green,#9CAF88,53
PR-01669,PC-005,332991.44,67.5,4,Sky Blue,#87CEEB,121
PR-01670,PC-050,371931.43,160.5,5,Charcoal Black,#36454F,237
PR-01671,PC-038,444870.02,142.3,5,Charcoal Black,#36454F,289
PR-01672,PC-033,348327.16,70.5,2,Mustard Yellow,#E1AD01,271
PR-01673,PC-005,447872.88,158.3,6,Terracotta,#E2725B,269
PR-01674,PC-034,375905.43,117.6,4,Slate Gray,#708090,76
PR-01675,PC-032,462559.51,109.3,4,Ivory White,#FFFFF0,236
PR-01676,PC-014,393105.05,140.2,5,Ivory White,#FFFFF0,125
PR-01677,PC-030,406747.96,182.1,6,Blush Pink,#F9C6C9,230
PR-01678,PC-019,448707.31,184.2,6,Mustard Yellow,#E1AD01,75
PR-01679,PC-018,284062.38,109.7,4,Ivory White,#FFFFF0,184
PR-01680,PC-036,519565.53,209.5,6,Sky Blue,#87CEEB,154
PR-01681,PC-038,417831.0,127.7,4,Sage Green,#9CAF88,47
PR-01682,PC-010,337547.9,77.2,2,Terracotta,#E2725B,46
PR-01683,PC-010,459686.4,166.2,5,Forest Green,#228B22,121
PR-01684,PC-012,333464.84,112.8,3,Charcoal Black,#36454F,198
PR-01685,PC-033,495047.1,185.2,6,Sage Green,#9CAF88,10
PR-01686,PC-017,353029.34,151.2,6,Charcoal Black,#36454F,291
PR-01687,PC-026,379711.95,209.1,7,Terracotta,#E2725B,191
PR-01688,PC-043,193806.87,63.9,3,Sky Blue,#87CEEB,101
PR-01689,PC-044,409885.29,121.4,4,Sage Green,#9CAF88,124
PR-01690,PC-013,357915.3,61.7,2,Sand Beige,#F4E1C1,269
PR-01691,PC-025,257774.38,69.8,2,Sage Green,#9CAF88,111
PR-01692,PC-005,520101.45,216.1,7,Sand Beige,#F4E1C1,297
PR-01693,PC-023,285168.55,56.5,2,Blush Pink,#F9C6C9,90
PR-01694,PC-024,230646.9,59.6,1,Ivory White,#FFFFF0,290
PR-01695,PC-041,425749.64,206.9,7,Blush Pink,#F9C6C9,20
PR-01696,PC-043,157772.0,45.2,1,Sand Beige,#F4E1C1,242
PR-01697,PC-036,329969.27,61.4,2,Charcoal Black,#36454F,120
PR-01698,PC-010,391277.35,105.1,3,Sky Blue,#87CEEB,267
PR-01699,PC-035,252203.45,88.0,3,Blush Pink,#F9C6C9,111
PR-01700,PC-012,340807.82,113.7,3,Sky Blue,#87CEEB,133
PR-01701,PC-026,182551.89,57.7,3,Terracotta,#E2725B,50
PR-01702,PC-048,487001.85,125.7,5,Slate Gray,#708090,104
PR-01703,PC-041,436553.78,217.7,7,Sand Beige,#F4E1C1,8
PR-01704,PC-033,400871.7,112.6,3,Terracotta,#E2725B,179
PR-01705,PC-027,319290.68,62.6,2,Blush Pink,#F9C6C9,283
PR-01706,PC-027,368894.34,96.0,4,Slate Gray,#708090,244
PR-01707,PC-025,400999.42,180.5,5,Charcoal Black,#36454F,13
PR-01708,PC-029,253469.65,182.6,7,Terracotta,#E2725B,238
PR-01709,PC-027,475663.38,181.2,6,Forest Green,#228B22,73
PR-01710,PC-009,369579.37,84.4,3,Sage Green,#9CAF88,263
PR-01711,PC-003,334713.42,182.4,5,Charcoal Black,#36454F,234
PR-01712,PC-022,493970.54,212.1,7,Sand Beige,#F4E1C1,115
PR-01713,PC-010,301581.24,38.1,2,Slate Gray,#708090,297
PR-01714,PC-037,468676.02,167.7,6,Blush Pink,#F9C6C9,273
PR-01715,PC-039,384636.93,127.3,4,Mustard Yellow,#E1AD01,164
PR-01716,PC-048,467482.03,114.7,3,Sky Blue,#87CEEB,88
PR-01717,PC-037,340880.18,74.6,2,Forest Green,#228B22,287
PR-01718,PC-050,425241.41,199.8,7,Sky Blue,#87CEEB,140
PR-01719,PC-025,324806.18,123.6,3,Ivory White,#FFFFF0,277
PR-01720,PC-046,277230.76,88.3,3,Sand Beige,#F4E1C1,50
PR-01721,PC-009,443524.65,140.6,4,Sage Green,#9CAF88,185
PR-01722,PC-014,471959.3,205.7,6,Charcoal Black,#36454F,218
PR-01723,PC-013,422257.33,124.3,3,Sage Green,#9CAF88,206
PR-01724,PC-049,421348.8,73.9,3,Sand Beige,#F4E1C1,49
PR-01725,PC-026,301773.96,148.0,5,Sky Blue,#87CEEB,186
PR-01726,PC-018,332367.04,156.4,4,Ivory White,#FFFFF0,29
PR-01727,PC-030,257722.78,59.4,2,Sand Beige,#F4E1C1,100
PR-01728,PC-033,321761.2,55.4,1,Blush Pink,#F9C6C9,89
PR-01729,PC-014,284217.35,61.4,1,Mustard Yellow,#E1AD01,146
PR-01730,PC-003,347762.83,193.0,5,Sky Blue,#87CEEB,111
PR-01731,PC-047,376039.46,120.4,4,Blush Pink,#F9C6C9,231
PR-01732,PC-025,418902.84,184.4,7,Charcoal Black,#36454F,50
PR-01733,PC-047,361614.23,113.2,3,Sky Blue,#87CEEB,286
PR-01734,PC-050,431330.22,209.0,8,Sage Green,#9CAF88,99
PR-01735,PC-038,332263.98,62.2,1,Ivory White,#FFFFF0,110
PR-01736,PC-013,438660.84,117.8,5,Ivory White,#FFFFF0,144
PR-01737,PC-015,451428.56,200.9,7,Charcoal Black,#36454F,261
PR-01738,PC-016,368112.57,123.5,4,Charcoal Black,#36454F,158
PR-01739,PC-008,416175.5,90.1,3,Charcoal Black,#36454F,41
PR-01740,PC-020,418461.95,128.8,3,Mustard Yellow,#E1AD01,246
PR-01741,PC-029,103220.56,71.2,2,Sky Blue,#87CEEB,286
PR-01742,PC-006,393649.73,152.7,5,Sky Blue,#87CEEB,254
PR-01743,PC-038,345497.3,63.5,2,Slate Gray,#708090,217
PR-01744,PC-003,331184.23,162.4,6,Blush Pink,#F9C6C9,116
PR-01745,PC-013,539036.98,202.9,7,Sand Beige,#F4E1C1,177
PR-01746,PC-007,158646.64,44.8,1,Mustard Yellow,#E1AD01,80
PR-01747,PC-020,408219.99,118.9,4,Charcoal Black,#36454F,193
PR-01748,PC-038,501905.07,178.4,6,Charcoal Black,#36454F,58
PR-01749,PC-024,426416.78,209.2,6,Ivory White,#FFFFF0,147
PR-01750,PC-019,482827.3,209.5,7,Mustard Yellow,#E1AD01,33
PR-01751,PC-045,371542.97,209.4,7,Terracotta,#E2725B,125
PR-01752,PC-021,448018.8,183.3,6,Sage Green,#9CAF88,293
PR-01753,PC-030,297362.36,92.6,4,Ivory White,#FFFFF0,90
PR-01754,PC-033,450485.29,151.1,5,Mustard Yellow,#E1AD01,287
PR-01755,PC-016,412880.46,156.6,5,Forest Green,#228B22,283
PR-01756,PC-007,152164.05,41.2,1,Sand Beige,#F4E1C1,130
PR-01757,PC-021,356411.88,108.0,4,Mustard Yellow,#E1AD01,281
PR-01758,PC-050,275307.3,82.2,4,Sand Beige,#F4E1C1,117
PR-01759,PC-035,310502.22,132.6,5,Sage Green,#9CAF88,224
PR-01760,PC-048,380522.99,43.0,2,Sky Blue,#87CEEB,221
PR-01761,PC-039,314461.73,83.2,2,Sage Green,#9CAF88,150
PR-01762,PC-046,336383.4,127.6,5,Blush Pink,#F9C6C9,107
PR-01763,PC-018,327615.06,156.0,4,Blush Pink,#F9C6C9,253
PR-01764,PC-036,486487.94,183.4,5,Sand Beige,#F4E1C1,123
PR-01765,PC-044,364634.96,93.9,3,Sand Beige,#F4E1C1,121
PR-01766,PC-025,445620.24,215.7,8,Ivory White,#FFFFF0,71
PR-01767,PC-016,273811.54,44.6,2,Slate Gray,#708090,120
PR-01768,PC-041,209210.04,47.2,1,Forest Green,#228B22,4
PR-01769,PC-049,544247.56,181.9,5,Sky Blue,#87CEEB,116
PR-01770,PC-045,210677.91,87.7,3,Sky Blue,#87CEEB,183
PR-01771,PC-002,203747.69,35.1,1,Blush Pink,#F9C6C9,51
PR-01772,PC-005,287218.81,41.6,1,Charcoal Black,#36454F,198
PR-01773,PC-050,235765.37,53.2,2,Blush Pink,#F9C6C9,239
PR-01774,PC-014,331609.27,93.4,3,Ivory White,#FFFFF0,27
PR-01775,PC-050,310534.48,119.2,3,Slate Gray,#708090,88
PR-01776,PC-022,374274.37,123.2,3,Mustard Yellow,#E1AD01,57
PR-01777,PC-007,351801.63,194.4,6,Terracotta,#E2725B,263
PR-01778,PC-036,427277.82,142.0,4,Sky Blue,#87CEEB,290
PR-01779,PC-036,479684.91,183.1,6,Terracotta,#E2725B,191
PR-01780,PC-038,505573.77,183.2,6,Sky Blue,#87CEEB,110
PR-01781,PC-033,532059.67,209.7,8,Terracotta,#E2725B,160
PR-01782,PC-050,281796.07,82.9,4,Terracotta,#E2725B,181
PR-01783,PC-026,250140.55,114.3,4,Forest Green,#228B22,200
PR-01784,PC-028,340321.13,144.0,5,Ivory White,#FFFFF0,122
PR-01785,PC-020,524488.39,206.4,7,Forest Green,#228B22,222
PR-01786,PC-022,470931.89,192.7,8,Sand Beige,#F4E1C1,243
PR-01787,PC-003,309089.73,157.1,5,Ivory White,#FFFFF0,227
PR-01788,PC-003,282270.62,137.6,4,Terracotta,#E2725B,242
PR-01789,PC-044,465043.6,164.0,5,Forest Green,#228B22,17
PR-01790,PC-033,417153.47,124.6,5,Blush Pink,#F9C6C9,68
PR-01791,PC-028,219716.34,54.5,2,Forest Green,#228B22,151
PR-01792,PC-023,330821.41,87.2,2,Sage Green,#9CAF88,93
PR-01793,PC-020,428814.01,137.8,3,Mustard Yellow,#E1AD01,212
PR-01794,PC-017,278563.54,94.8,3,Forest Green,#228B22,275
PR-01795,PC-004,468993.52,168.6,5,Charcoal Black,#36454F,115
PR-01796,PC-023,456650.75,184.2,6,Sky Blue,#87CEEB,172
PR-01797,PC-024,417299.44,201.4,6,Charcoal Black,#36454F,59
PR-01798,PC-049,511863.36,152.4,5,Sage Green,#9CAF88,243
PR-01799,PC-028,259148.2,81.3,3,Ivory White,#FFFFF0,148
PR-01800,PC-045,265227.11,123.8,5,Charcoal Black,#36454F,86
PR-01801,PC-010,502753.06,198.8,7,Terracotta,#E2725B,149
PR-01802,PC-039,439150.66,167.5,6,Sand Beige,#F4E1C1,211
PR-01803,PC-012,365557.05,125.8,6,Slate Gray,#708090,210
PR-01804,PC-008,482942.84,140.1,5,Terracotta,#E2725B,25
PR-01805,PC-010,355236.48,83.5,3,Slate Gray,#708090,296
PR-01806,PC-006,365462.47,132.4,4,Slate Gray,#708090,138
PR-01807,PC-036,526662.38,217.0,7,Charcoal Black,#36454F,282
PR-01808,PC-045,372870.68,210.3,7,Mustard Yellow,#E1AD01,200
PR-01809,PC-029,153745.85,110.2,3,Blush Pink,#F9C6C9,77
PR-01810,PC-020,375988.8,100.5,2,Mustard Yellow,#E1AD01,209
PR-01811,PC-011,371491.11,133.4,4,Sky Blue,#87CEEB,144
PR-01812,PC-036,478387.84,179.1,6,Charcoal Black,#36454F,73
PR-01813,PC-022,267702.31,42.6,1,Sand Beige,#F4E1C1,38
PR-01814,PC-012,389723.92,146.1,5,Sky Blue,#87CEEB,218
PR-01815,PC-007,387748.51,217.2,7,Charcoal Black,#36454F,274
PR-01816,PC-016,296297.23,64.0,3,Forest Green,#228B22,285
PR-01817,PC-015,439978.15,198.4,6,Blush Pink,#F9C6C9,179
PR-01818,PC-007,298704.31,148.6,5,Terracotta,#E2725B,218
PR-01819,PC-009,531768.43,209.0,7,Terracotta,#E2725B,71
PR-01820,PC-001,485138.77,218.4,7,Charcoal Black,#36454F,208
PR-01821,PC-039,373637.56,121.7,4,Charcoal Black,#36454F,237
PR-01822,PC-031,411950.71,211.2,7,Slate Gray,#708090,213
PR-01823,PC-014,477771.5,205.7,7,Forest Green,#228B22,124
PR-01824,PC-003,333831.26,166.8,7,Slate Gray,#708090,108
PR-01825,PC-043,152701.15,36.0,2,Sage Green,#9CAF88,35
PR-01826,PC-041,390549.66,185.6,6,Sage Green,#9CAF88,188
PR-01827,PC-032,548200.61,165.4,6,Sage Green,#9CAF88,274
PR-01828,PC-011,456281.56,195.4,7,Sky Blue,#87CEEB,4
PR-01829,PC-046,251341.22,71.5,2,Sage Green,#9CAF88,252
PR-01830,PC-019,372976.1,117.3,5,Blush Pink,#F9C6C9,3
PR-01831,PC-019,398931.03,148.7,4,Forest Green,#228B22,49
PR-01832,PC-038,546474.28,217.0,7,Blush Pink,#F9C6C9,296
PR-01833,PC-022,268383.8,40.9,1,Ivory White,#FFFFF0,65
PR-01834,PC-036,392973.21,109.6,4,Slate Gray,#708090,290
PR-01835,PC-024,365472.0,161.7,5,Mustard Yellow,#E1AD01,115
PR-01836,PC-016,323609.67,90.3,3,Sand Beige,#F4E1C1,37
PR-01837,PC-047,369509.62,117.2,4,Blush Pink,#F9C6C9,257
PR-01838,PC-010,300095.07,45.7,1,Ivory White,#FFFFF0,188
PR-01839,PC-040,332054.72,74.7,3,Charcoal Black,#36454F,60
PR-01840,PC-030,320943.39,107.5,4,Sky Blue,#87CEEB,17
PR-01841,PC-007,216374.55,86.6,3,Sand Beige,#F4E1C1,127
PR-01842,PC-006,392662.42,144.2,6,Forest Green,#228B22,5
PR-01843,PC-015,241049.5,40.8,1,Sand Beige,#F4E1C1,276
PR-01844,PC-021,364440.18,116.0,4,Sky Blue,#87CEEB,153
PR-01845,PC-037,314648.79,57.8,2,Sky Blue,#87CEEB,35
PR-01846,PC-047,377458.3,125.1,4,Charcoal Black,#36454F,212
PR-01847,PC-006,449677.44,186.9,7,Charcoal Black,#36454F,108
PR-01848,PC-028,201148.33,36.0,1,Slate Gray,#708090,263
PR-01849,PC-036,469720.9,167.0,6,Charcoal Black,#36454F,62
PR-01850,PC-013,479545.12,158.1,5,Terracotta,#E2725B,282
PR-01851,PC-046,278189.15,77.5,4,Mustard Yellow,#E1AD01,45
PR-01852,PC-004,499563.38,186.5,7,Slate Gray,#708090,81
PR-01853,PC-023,398896.39,145.0,5,Mustard Yellow,#E1AD01,157
PR-01854,PC-023,365080.31,115.2,4,Sand Beige,#F4E1C1,130
PR-01855,PC-031,202631.83,50.2,2,Slate Gray,#708090,130
PR-01856,PC-047,473804.19,195.4,6,Mustard Yellow,#E1AD01,128
PR-01857,PC-009,408977.29,115.6,3,Sky Blue,#87CEEB,274
PR-01858,PC-003,249321.61,108.6,3,Slate Gray,#708090,108
PR-01859,PC-018,395692.11,200.0,6,Slate Gray,#708090,232
PR-01860,PC-029,234752.4,173.8,5,Terracotta,#E2725B,157
PR-01861,PC-031,328238.97,146.8,5,Sand Beige,#F4E1C1,116
PR-01862,PC-002,247414.1,70.0,2,Mustard Yellow,#E1AD01,298
