station_id,monthly_temp,monthly_precipitations,monthly_wind_speed,monthly_humidity
PR-02535,15.9,64.8,12.0,56.2
PR-02536,19.3,58.2,12.7,63.3
PR-02537,16.1,66.8,11.5,56.5
PR-02538,15.9,65.9,12.0,58.1
PR-02539,15.4,63.6,11.9,56.5
PR-02540,14.4,74.5,10.2,55.5
PR-02541,14.6,67.7,11.0,57.8
PR-02542,16.1,63.1,11.9,57.8
PR-02543,21.1,51.8,12.5,64.7
PR-02544,19.8,53.3,12.6,65.0
PR-02545,18.0,63.6,12.8,60.0
PR-02546,16.8,61.0,11.4,56.9
PR-02547,19.5,57.4,12.2,62.7
PR-02548,14.2,66.7,11.1,57.3
PR-02549,16.5,66.1,10.8,56.5
PR-02550,19.8,60.9,12.8,63.2
PR-02551,18.7,62.3,12.1,62.2
PR-02552,18.0,64.0,12.2,59.7
PR-02553,15.8,68.5,12.0,57.3
PR-02554,10.8,76.4,10.1,52.2
PR-02555,16.5,64.9,11.8,58.8
PR-02556,16.5,64.3,12.2,58.7
PR-02557,18.3,65.2,11.4,59.1
PR-02558,16.5,61.7,11.5,58.1
PR-02559,19.2,56.7,12.3,62.7
PR-02560,16.0,66.3,12.3,58.9
PR-02561,18.1,58.8,11.5,59.0
PR-02562,14.2,69.0,10.4,55.0
PR-02563,20.0,55.5,12.5,63.9
PR-02564,17.6,57.8,11.3,60.1
PR-02565,16.1,63.9,11.7,58.0
PR-02566,17.1,57.8,12.1,60.2
PR-02567,19.5,50.1,12.3,63.4
PR-02568,17.0,58.6,11.6,60.0
PR-02569,20.0,46.2,12.6,65.5
PR-02570,20.3,56.8,12.6,65.0
PR-02571,18.7,57.7,12.8,62.8
PR-02572,17.9,57.4,12.3,59.3
PR-02573,16.2,63.6,12.1,59.7
PR-02574,15.6,64.6,11.1,59.0
PR-02575,14.4,62.8,11.2,56.3
PR-02576,18.4,57.7,12.4,60.5
PR-02577,16.6,58.9,11.6,59.8
PR-02578,18.3,56.8,12.1,59.7
PR-02579,18.0,54.3,12.8,59.9
PR-02580,18.7,58.4,12.3,60.3
PR-02581,15.2,59.4,11.8,58.3
PR-02582,17.8,54.0,12.4,58.2
PR-02583,18.2,59.8,12.3,58.8
PR-02584,18.2,62.3,12.1,57.9
PR-02585,19.9,54.1,12.7,63.4
PR-02586,17.3,62.3,12.0,61.8
PR-02587,16.6,64.0,11.7,55.2
PR-02588,17.0,61.4,11.4,59.4
PR-02589,16.7,63.4,11.5,57.1
PR-02590,19.0,57.3,12.1,59.5
PR-02591,14.3,68.2,11.7,55.6
PR-02592,14.0,68.7,11.8,56.4
PR-02593,16.0,69.5,11.1,56.9
PR-02594,17.3,58.5,12.0,58.1
PR-02595,13.9,70.6,11.4,54.2
PR-02596,17.5,54.3,12.2,60.5
PR-02597,16.1,62.0,11.3,56.8
PR-02598,14.0,67.2,11.4,57.6
PR-02599,14.2,66.1,10.8,55.1
PR-02600,19.8,55.5,12.3,62.6
PR-02601,15.3,72.3,11.7,57.6
PR-02602,15.5,64.8,11.4,59.3
PR-02603,16.7,69.1,12.0,57.8
PR-02604,15.3,62.0,11.6,55.2
PR-02605,17.0,61.8,11.4,58.2
PR-02606,18.3,57.4,12.3,62.5
PR-02607,21.3,58.9,13.4,61.2
PR-02608,19.1,50.6,12.3,60.3
PR-02609,15.9,59.8,11.9,57.8
PR-02610,14.9,67.1,11.3,57.6
PR-02611,17.3,65.1,11.2,60.1
PR-02612,13.4,71.6,11.6,55.1
PR-02613,17.4,62.3,11.8,58.5
PR-02614,18.3,55.9,12.7,61.6
PR-02615,17.8,60.6,12.1,60.1
PR-02616,16.0,61.5,11.0,57.2
PR-02617,14.3,73.6,11.0,54.7
PR-02618,15.9,66.0,11.0,58.3
PR-02619,18.0,62.4,12.0,57.0
PR-02620,17.6,52.4,12.2,60.3
PR-02621,15.3,63.1,11.9,60.1
PR-02622,16.0,61.4,11.9,58.5
PR-02623,15.5,70.0,12.0,57.9
PR-02624,17.8,57.9,12.7,61.4
PR-02625,15.5,62.1,11.5,55.3
PR-02626,17.9,62.7,12.2,60.1
PR-02627,16.9,65.5,12.8,60.5
PR-02628,15.3,69.4,11.5,56.3
PR-02629,16.7,62.7,11.6,59.3
PR-02630,19.0,51.6,13.2,62.3
PR-02631,17.9,55.2,12.9,62.1
PR-02632,18.5,55.4,11.9,58.6
PR-02633,16.9,62.8,11.4,55.4
PR-02634,18.8,59.0,13.0,60.1
PR-02635,21.0,47.8,12.3,63.5
PR-02636,16.7,60.8,12.1,58.2
PR-02637,20.1,57.4,11.9,62.5
PR-02638,18.3,60.1,12.5,59.3
PR-02639,13.2,75.0,10.7,54.1
PR-02640,19.6,51.7,12.5,63.9
PR-02641,13.4,70.0,10.4,56.0
PR-02642,19.7,51.4,12.8,61.2
PR-02643,14.7,61.2,12.1,57.3
PR-02644,16.7,57.0,11.7,61.2
PR-02645,21.5,51.0,13.4,64.9
PR-02646,20.7,53.5,12.5,64.7
PR-02647,17.7,55.5,11.6,61.0
PR-02648,20.3,50.7,13.5,61.9
PR-02649,17.3,56.1,11.5,58.7
PR-02650,17.3,67.5,11.6,61.3
PR-02651,16.6,67.4,11.7,56.2
PR-02652,15.6,57.4,11.6,59.5
PR-02653,17.7,60.5,12.4,58.7
PR-02654,17.3,56.5,12.0,59.0
PR-02655,18.1,57.9,12.3,60.7
PR-02656,18.4,54.9,11.7,61.4
PR-02657,14.9,65.0,11.7,56.1
PR-02658,17.2,58.5,11.2,59.3
PR-02659,20.4,54.8,12.9,61.2
PR-02660,18.0,58.9,12.5,59.8
PR-02661,18.6,64.9,11.9,62.2
PR-02662,16.1,63.1,12.0,56.4
PR-02663,18.2,56.1,12.5,61.9
PR-02664,11.6,72.8,10.4,53.7
PR-02665,18.8,56.5,12.3,59.6
PR-02666,20.7,49.0,12.6,64.6
PR-02667,20.7,50.7,11.9,66.0
PR-02668,18.8,54.6,12.2,60.2
PR-02669,23.3,47.8,13.5,65.1
PR-02670,16.4,58.9,11.9,57.5
PR-02671,17.1,64.0,13.0,60.7
PR-02672,17.2,61.6,12.0,61.2
PR-02673,18.5,60.6,11.2,60.3
PR-02674,16.7,63.0,11.8,58.7
PR-02675,19.5,51.4,12.5,62.8
PR-02676,13.3,67.8,11.3,53.2
PR-02677,17.2,58.5,11.9,62.2
PR-02678,17.9,58.1,11.8,61.3
PR-02679,17.8,64.4,12.0,58.8
PR-02680,15.4,65.5,12.0,56.0
PR-02681,17.2,60.6,10.7,58.8
PR-02682,24.3,46.6,13.0,67.0
PR-02683,16.1,64.2,10.8,57.4
PR-02684,17.8,56.3,12.0,62.3
PR-02685,18.8,54.4,12.5,63.5
PR-02686,15.5,63.0,11.2,56.1
PR-02687,18.1,62.4,12.3,60.3
PR-02688,15.6,58.2,11.4,59.0
PR-02689,15.7,66.9,11.3,56.5
PR-02690,19.7,54.5,12.5,63.2
PR-02691,14.9,67.9,11.1,56.3
PR-02692,17.2,58.7,11.7,61.6
PR-02693,14.5,68.2,11.5,57.0
PR-02694,17.4,59.1,12.8,61.6
PR-02695,15.3,62.0,10.9,56.9
PR-02696,15.1,68.6,11.5,57.5
PR-02697,14.3,71.5,11.7,55.6
PR-02698,18.6,47.8,12.7,63.9
PR-02699,16.2,60.7,11.5,57.6
PR-02700,23.2,44.4,13.5,68.1
PR-02701,19.4,57.8,12.5,61.8
PR-02702,14.1,64.4,11.5,54.6
PR-02703,18.9,59.5,12.9,63.8
PR-02704,17.2,60.9,11.8,57.9
PR-02705,16.6,67.2,11.4,60.0
PR-02706,15.1,68.8,11.7,56.5
PR-02707,16.0,59.9,12.0,57.5
PR-02708,16.6,61.1,11.6,57.9
PR-02709,14.2,69.1,11.4,53.7
PR-02710,18.3,59.7,11.9,61.1
PR-02711,18.0,62.6,12.1,60.3
PR-02712,17.8,60.2,12.0,62.4
PR-02713,17.9,57.7,12.6,62.3
PR-02714,14.5,69.7,11.2,54.2
PR-02715,14.6,67.9,11.9,55.7
PR-02716,15.9,63.8,11.3,56.5
PR-02717,16.4,54.4,11.7,58.5
PR-02718,21.4,46.6,13.3,66.1
PR-02719,20.7,51.8,12.6,65.6
PR-02720,19.7,58.3,12.6,61.6
PR-02721,18.1,59.6,12.8,59.4
PR-02722,19.8,56.8,12.2,64.9
PR-02723,13.5,65.8,11.0,54.9
PR-02724,16.9,61.1,11.6,61.0
PR-02725,17.9,57.8,11.7,59.8
PR-02726,15.4,63.8,12.0,58.0
PR-02727,21.0,57.9,12.6,63.5
PR-02728,12.2,68.5,11.0,53.5
PR-02729,12.6,73.4,11.1,55.8
PR-02730,19.6,57.5,12.4,62.1
PR-02731,19.3,58.0,12.9,62.2
PR-02732,20.9,50.5,12.4,65.5
PR-02733,18.7,59.7,11.4,57.6
PR-02734,17.6,60.3,13.0,60.2
PR-02735,17.4,62.5,11.8,59.2
PR-02736,18.6,57.8,11.9,61.3
PR-02737,19.7,56.2,12.5,62.1
PR-02738,19.0,58.1,12.4,60.7
PR-02739,11.5,78.4,10.1,50.8
PR-02740,14.8,69.1,11.7,58.9
PR-02741,16.5,63.3,11.9,60.5
PR-02742,18.5,61.8,13.1,60.0
PR-02743,20.7,56.8,12.7,64.8
PR-02744,15.0,63.0,11.2,56.0
PR-02745,20.4,52.9,12.3,63.4
PR-02746,11.4,75.1,10.6,51.2
PR-02747,15.7,60.0,12.0,59.6
PR-02748,10.7,80.9,10.5,53.0
PR-02749,17.7,58.3,12.8,63.0
PR-02750,13.0,69.6,10.4,55.3
PR-02751,13.6,72.1,10.5,55.1
PR-02752,21.2,51.7,12.9,65.4
PR-02753,21.6,49.2,14.3,65.6
PR-02754,14.3,68.6,11.4,53.7
PR-02755,19.5,58.6,12.1,63.0
PR-02756,16.6,65.6,11.4,56.8
PR-02757,15.0,67.3,11.1,57.6
PR-02758,16.7,59.7,11.3,59.5
PR-02759,19.3,55.3,12.9,65.8
PR-02760,19.3,52.9,13.0,62.6
PR-02761,19.2,53.7,12.1,62.1
PR-02762,19.9,58.8,12.8,60.9
PR-02763,15.6,65.5,11.5,56.9
PR-02764,17.4,59.1,10.9,58.6
PR-02765,18.3,61.5,12.6,60.4
PR-02766,18.5,56.6,12.5,61.2
PR-02767,19.6,54.9,11.9,62.3
PR-02768,14.2,62.7,10.6,56.1
PR-02769,15.9,60.1,12.1,57.6
PR-02770,16.3,60.9,11.6,58.3
PR-02771,16.8,57.8,11.8,60.8
PR-02772,18.7,59.9,12.5,61.5
PR-02773,16.8,62.2,12.0,56.6
PR-02774,18.7,60.1,11.9,63.0
PR-02775,15.4,62.5,12.0,59.3
PR-02776,15.8,66.4,12.3,55.5
PR-02777,18.3,55.6,12.4,58.6
PR-02778,17.7,57.7,11.1,59.3
PR-02779,22.2,51.8,13.6,67.0
PR-02780,20.8,56.1,12.4,61.2
PR-02781,22.0,45.9,13.9,66.6
PR-02782,18.1,55.6,11.8,60.5
PR-02783,21.2,55.6,13.2,62.2
PR-02784,18.1,64.4,11.8,59.5
PR-02785,14.3,70.3,11.6,56.9
PR-02786,17.7,56.8,12.5,59.4
PR-02787,16.6,60.8,12.0,58.8
PR-02788,16.3,60.6,12.2,59.8
PR-02789,20.6,47.4,13.1,65.8
PR-02790,15.7,64.7,11.7,58.6
PR-02791,19.1,57.4,11.7,60.7
PR-02792,19.7,53.6,12.4,61.2
PR-02793,17.1,57.5,11.9,60.3
PR-02794,15.7,67.0,11.0,60.5
PR-02795,15.4,65.7,11.5,56.8
PR-02796,20.7,49.5,13.0,65.7
PR-02797,12.6,68.9,11.3,55.8
PR-02798,20.8,53.9,12.0,61.6
PR-02799,16.6,63.7,12.4,57.6
PR-02800,14.1,62.4,11.5,54.7
PR-02801,18.1,57.9,12.8,62.0
PR-02802,18.8,53.7,12.8,61.4
PR-02803,17.0,60.5,11.8,59.4
PR-02804,17.5,60.7,12.1,59.4
PR-02805,16.8,64.2,12.0,60.2
PR-02806,17.0,59.9,11.6,58.3
PR-02807,18.1,63.0,11.6,59.7
PR-02808,22.6,51.9,13.8,69.8
PR-02809,21.2,50.8,12.8,65.6
PR-02810,18.2,56.7,12.0,63.9
PR-02811,16.9,63.3,11.8,59.8
PR-02812,17.7,61.4,11.4,59.5
PR-02813,18.3,57.1,12.1,60.3
PR-02814,15.3,69.6,11.2,57.3
PR-02815,18.8,61.0,12.3,59.7
PR-02816,18.8,52.6,12.7,64.0
PR-02817,17.8,50.8,12.3,60.7
PR-02818,19.0,55.9,12.4,61.0
PR-02819,16.0,63.2,11.7,59.5
PR-02820,16.6,60.0,11.9,59.1
PR-02821,14.5,69.4,11.2,59.1
PR-02822,16.1,66.9,11.6,59.8
PR-02823,16.8,65.9,11.4,56.2
PR-02824,18.7,53.5,12.9,60.9
PR-02825,15.0,63.5,11.1,55.3
PR-02826,16.6,65.7,11.8,55.9
PR-02827,18.0,61.1,12.1,58.7
PR-02828,17.7,61.2,12.5,57.8
PR-02829,20.1,49.2,13.1,66.6
PR-02830,14.4,72.7,11.3,54.8
PR-02831,18.3,59.1,12.6,60.7
PR-02832,17.6,65.4,11.3,59.5
PR-02833,17.2,61.4,12.3,59.9
PR-02834,18.7,56.9,11.6,62.3
PR-02835,18.9,56.6,12.3,62.9
PR-02836,15.5,66.1,11.4,56.8
PR-02837,16.2,61.6,11.2,59.3
PR-02838,22.1,54.9,12.0,60.9
PR-02839,18.0,63.7,11.8,59.2
PR-02840,17.8,54.3,12.0,61.5
PR-02841,16.8,61.2,11.6,59.2
PR-02842,18.1,56.4,12.7,61.0
PR-02843,17.5,56.6,12.7,57.7
PR-02844,13.8,66.3,10.9,55.9
PR-02845,17.3,59.3,12.0,63.0
PR-02846,17.7,60.4,12.3,60.1
PR-02847,16.4,63.3,11.4,56.5
PR-02848,13.5,65.8,11.1,57.2
PR-02849,20.4,57.4,12.6,63.3
PR-02850,19.9,52.0,12.9,62.0
PR-02851,16.8,60.2,11.7,58.8
PR-02852,18.5,54.0,12.7,59.1
PR-02853,19.4,51.0,11.5,63.3
PR-02854,12.3,75.8,10.6,53.7
PR-02855,15.3,64.6,11.2,59.6
PR-02856,16.6,66.0,12.3,57.1
PR-02857,15.7,60.7,11.8,57.9
PR-02858,14.5,66.4,10.6,55.2
PR-02859,16.7,64.0,11.3,57.1
PR-02860,15.1,66.2,11.5,57.4
PR-02861,18.3,61.2,12.9,63.1
PR-02862,16.8,55.9,11.9,61.0
PR-02863,16.5,60.3,12.5,58.9
PR-02864,16.7,66.2,10.7,58.6
PR-02865,18.8,59.6,12.4,59.5
PR-02866,15.3,64.0,10.6,55.8
PR-02867,18.1,63.8,12.5,60.5
PR-02868,14.9,64.1,11.6,58.6
PR-02869,16.3,61.3,11.7,58.0
PR-02870,16.7,63.8,11.4,57.4
PR-02871,14.6,72.7,11.1,55.9
PR-02872,17.8,61.1,11.7,59.1
PR-02873,16.3,67.5,11.3,58.5
PR-02874,22.1,44.6,13.1,68.2
PR-02875,16.9,65.2,11.1,58.2
PR-02876,21.2,57.1,12.2,63.6
PR-02877,18.7,53.9,11.5,59.4
PR-02878,20.0,56.2,12.2,63.9
PR-02879,12.6,67.8,11.1,57.5
PR-02880,19.3,59.1,12.5,60.6
PR-02881,16.6,59.9,11.6,57.4
PR-02882,17.2,60.5,12.1,59.3
PR-02883,18.2,64.5,12.0,56.0
PR-02884,18.7,57.2,13.2,64.1
PR-02885,20.8,51.7,13.2,64.3
PR-02886,15.1,63.7,11.7,58.1
PR-02887,16.6,63.2,12.0,57.1
PR-02888,16.9,57.5,11.7,59.1
PR-02889,18.7,52.7,12.2,61.3
PR-02890,17.8,65.2,12.4,60.4
PR-02891,16.0,60.3,11.7,55.6
PR-02892,20.6,47.8,11.9,64.0
PR-02893,18.4,56.1,11.6,62.2
PR-02894,16.3,64.3,11.0,58.4
PR-02895,19.6,54.8,12.2,61.4
PR-02896,15.5,66.1,11.2,56.7
PR-02897,15.9,66.8,11.7,56.3
PR-02898,17.4,64.2,11.3,60.3
PR-02899,18.3,54.6,12.0,62.5
PR-02900,19.8,57.5,13.0,63.8
PR-02901,19.8,55.2,12.7,60.8
PR-02902,20.9,53.4,12.7,62.9
PR-02903,13.8,64.3,11.4,56.1
PR-02904,18.0,55.4,12.6,59.9
PR-02905,22.8,50.0,13.1,68.3
PR-02906,16.4,68.7,10.9,58.9
PR-02907,16.4,62.9,12.1,57.3
PR-02908,17.3,61.7,11.7,58.6
PR-02909,21.6,49.4,11.8,68.8
PR-02910,16.8,63.0,12.3,57.0
PR-02911,16.5,61.8,11.7,61.1
PR-02912,14.6,68.8,10.9,55.9
PR-02913,18.4,58.3,12.3,59.1
PR-02914,20.7,50.3,13.5,63.9
PR-02915,15.5,68.5,11.2,57.7
PR-02916,13.9,65.2,11.4,56.4
PR-02917,21.4,45.9,13.4,65.0
PR-02918,18.1,53.8,12.3,61.7
PR-02919,16.7,69.4,11.0,57.1
PR-02920,16.1,64.2,11.9,58.9
PR-02921,16.2,67.0,11.8,59.2
PR-02922,18.2,61.2,12.4,61.9
PR-02923,16.1,64.8,11.8,56.4
PR-02924,18.4,55.6,12.5,61.4
PR-02925,20.5,49.6,14.3,65.8
PR-02926,15.0,62.9,11.9,59.1
PR-02927,18.3,55.1,11.9,59.5
PR-02928,16.8,67.4,11.7,58.5
PR-02929,16.2,68.1,12.0,58.9
PR-02930,15.2,71.3,11.3,57.3
PR-02931,15.9,65.0,11.6,57.0
PR-02932,15.0,70.3,10.9,55.1
PR-02933,16.2,65.9,12.2,57.7
PR-02934,12.2,77.7,11.0,55.2
PR-02935,18.8,56.0,12.9,62.8
PR-02936,18.4,53.9,12.7,61.4
PR-02937,17.3,58.0,12.4,61.5
PR-02938,16.0,61.9,11.9,58.0
PR-02939,16.6,62.2,11.5,60.8
PR-02940,14.5,70.6,11.1,56.3
PR-02941,15.4,68.7,11.6,55.2
PR-02942,10.7,74.4,10.2,50.9
PR-02943,13.6,72.5,11.1,53.5
PR-02944,16.6,58.8,11.6,59.4
PR-02945,15.7,65.6,11.7,56.1
PR-02946,15.7,61.4,12.3,60.3
PR-02947,15.7,64.1,11.3,58.6
PR-02948,16.0,63.2,11.5,58.7
PR-02949,21.2,52.0,13.3,64.6
PR-02950,16.8,59.9,12.9,58.2
PR-02951,16.2,64.3,11.9,60.4
PR-02952,15.2,67.2,11.2,57.7
PR-02953,17.8,57.3,11.6,62.5
PR-02954,15.7,65.0,10.9,58.9
PR-02955,20.9,50.0,12.5,65.2
PR-02956,20.9,59.1,12.7,64.3
PR-02957,17.9,58.3,12.3,59.2
PR-02958,19.5,57.4,13.2,63.6
PR-02959,18.9,52.0,12.0,60.7
PR-02960,18.3,65.3,11.5,59.7
PR-02961,15.3,65.8,11.6,57.0
PR-02962,17.6,62.9,11.8,61.4
PR-02963,13.3,71.1,10.6,55.6
PR-02964,21.0,50.3,12.9,63.6
PR-02965,15.4,66.6,11.2,55.6
PR-02966,18.7,51.1,12.3,63.8
PR-02967,16.8,59.5,12.6,59.2
PR-02968,16.3,60.2,11.5,57.0
PR-02969,18.0,59.0,12.0,61.6
PR-02970,21.7,52.2,12.6,65.0
PR-02971,16.3,68.7,11.6,56.9
PR-02972,17.3,62.7,12.1,59.5
PR-02973,17.9,57.9,11.8,59.7
PR-02974,18.6,57.9,12.6,61.6
PR-02975,18.0,57.4,12.7,62.6
PR-02976,16.7,58.3,12.6,61.2
PR-02977,18.7,55.2,12.2,60.5
PR-02978,14.9,67.7,11.5,56.4
PR-02979,19.6,53.7,12.3,61.6
PR-02980,12.8,69.8,10.6,55.4
PR-02981,12.1,75.5,10.8,51.9
PR-02982,18.5,53.2,12.8,60.8
PR-02983,20.0,54.9,13.1,61.7
PR-02984,17.0,61.0,11.9,58.9
PR-02985,16.5,63.7,11.3,59.9
PR-02986,21.4,54.2,13.0,65.3
PR-02987,14.2,61.8,11.8,57.8
PR-02988,18.9,61.1,11.6,58.1
PR-02989,18.1,56.3,11.7,62.4
PR-02990,16.1,61.9,11.8,58.7
PR-02991,15.1,63.3,11.3,59.6
PR-02992,17.3,61.9,11.9,59.0
PR-02993,17.4,65.0,11.7,59.7
PR-02994,14.4,62.6,10.9,59.6
PR-02995,15.4,62.9,12.0,56.3
PR-02996,17.5,59.3,12.3,59.4
PR-02997,15.8,60.3,12.1,58.8
PR-02998,14.1,71.1,10.8,55.4
PR-02999,19.1,56.6,12.6,62.5
PR-03000,17.6,61.1,12.0,59.6
